,attributes,credits,crn,levels,meeting_days,meeting_instructors,meeting_place,meeting_sched_type,meeting_time,meeting_type,number,section,subject,title
1380,,1.000,11081,Graduate|Professional|Undergraduate,,,,Research,,Class,ANTH 69800,002,ANTH,Research MS Thesis
1381,,1.000,54079,Graduate|Professional|Undergraduate,,Ellen R Gruenbaum,,Research,,Class,ANTH 69800,003,ANTH,Research MS Thesis
1382,,1.000,55600,Graduate|Professional|Undergraduate,,Melissa J Remis,,Research,,Class,ANTH 69800,004,ANTH,Research MS Thesis
1383,,1.000,60707,Graduate|Professional|Undergraduate,,Riall W Nolan,,Research,,Class,ANTH 69800,005,ANTH,Research MS Thesis
1384,,1.000,65433,Graduate|Professional|Undergraduate,,Michele R Buzon,,Research,,Class,ANTH 69800,006,ANTH,Research MS Thesis
1385,,1.000,65780,Graduate|Professional|Undergraduate,,,,Research,,Class,ANTH 69800,007,ANTH,Research MS Thesis
1386,,1.000,65808,Graduate|Professional|Undergraduate,,Harold Kory Cooper,,Research,,Class,ANTH 69800,008,ANTH,Research MS Thesis
1387,,1.000,21247,Graduate|Professional|Undergraduate,,Myrdene Anderson,,Research,,Class,ANTH 69800,009,ANTH,Research MS Thesis
1388,,1.000,11084,Graduate|Professional|Undergraduate,,Michele R Buzon,,Research,,Class,ANTH 69900,001,ANTH,Research PhD Thesis
1389,,1.000,11086,Graduate|Professional|Undergraduate,,Ian C Lindsay,,Research,,Class,ANTH 69900,003,ANTH,Research PhD Thesis
1390,,1.000,11087,Graduate|Professional|Undergraduate,,Melissa J Remis,,Research,,Class,ANTH 69900,004,ANTH,Research PhD Thesis
1391,,1.000,48615,Graduate|Professional|Undergraduate,,Myrdene Anderson,,Research,,Class,ANTH 69900,011,ANTH,Research PhD Thesis
1392,,1.000,49338,Graduate|Professional|Undergraduate,,Ellen R Gruenbaum,,Research,,Class,ANTH 69900,012,ANTH,Research PhD Thesis
1393,,1.000,60436,Graduate|Professional|Undergraduate,,Laura C Zanotti,,Research,,Class,ANTH 69900,015,ANTH,Research PhD Thesis
1394,,1.000,60495,Graduate|Professional|Undergraduate,,Andrew T Flachs,,Research,,Class,ANTH 69900,016,ANTH,Research PhD Thesis
1395,,1.000,64725,Graduate|Professional|Undergraduate,,Harold Kory Cooper,,Research,,Class,ANTH 69900,017,ANTH,Research PhD Thesis
1396,,1.000,66232,Graduate|Professional|Undergraduate,,Riall W Nolan,,Research,,Class,ANTH 69900,018,ANTH,Research PhD Thesis
1397,,1.000,21102,Graduate|Professional|Undergraduate,,Zoe Nyssa,,Research,,Class,ANTH 69900,019,ANTH,Research PhD Thesis
1398,,1.000,21164,Graduate|Professional|Undergraduate,,Sherylyn H Briller,,Research,,Class,ANTH 69900,020,ANTH,Research PhD Thesis
1399,,1.000,22263,Graduate|Professional|Undergraduate,,Kendall L Roark,,Research,,Class,ANTH 69900,021,ANTH,Research PhD Thesis
1400,,1.000,23735,Graduate|Professional|Undergraduate,,Amanda J Veile,,Research,,Class,ANTH 69900,022,ANTH,Research PhD Thesis
1401,,1.000,23854,Graduate|Professional|Undergraduate,,Erik R Otarola-Castillo,,Research,,Class,ANTH 69900,023,ANTH,Research PhD Thesis
1402,Credit By Exam|Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,0.000,11092,Graduate|Professional|Undergraduate,R,Soufien Jarraya|Ahmed Idrissi Alami,Stanley Coulter Hall G014,Laboratory,10:30 am - 11:20 am,Class,ARAB 10100,005,ARAB,Standard Arabic Level I
1403,Credit By Exam|Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,0.000,11093,Graduate|Professional|Undergraduate,R,Soufien Jarraya|Ahmed Idrissi Alami,Stanley Coulter Hall 114,Laboratory,9:30 am - 10:20 am,Class,ARAB 10100,006,ARAB,Standard Arabic Level I
1404,Credit By Exam|Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,50542,Graduate|Professional|Undergraduate,MW,Soufien Jarraya|Ahmed Idrissi Alami,Stanley Coulter Hall G064,Lecture,9:30 am - 10:20 am,Class,ARAB 10100,009,ARAB,Standard Arabic Level I
1405,Credit By Exam|Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,0.000,53888,Graduate|Professional|Undergraduate,R,Soufien Jarraya|Ahmed Idrissi Alami,Stanley Coulter Hall G008,Laboratory,1:30 pm - 2:20 pm,Class,ARAB 10100,014,ARAB,Standard Arabic Level I
1406,Credit By Exam|Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,13367,Graduate|Professional|Undergraduate,MW,Soufien Jarraya|Ahmed Idrissi Alami,Stanley Coulter Hall G002,Lecture,1:30 pm - 2:20 pm,Class,ARAB 10100,015,ARAB,Standard Arabic Level I
1407,Credit By Exam|Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,13368,Graduate|Professional|Undergraduate,MW,Soufien Jarraya|Ahmed Idrissi Alami,Stanley Coulter Hall G064,Lecture,10:30 am - 11:20 am,Class,ARAB 10100,016,ARAB,Standard Arabic Level I
1408,Lower Division,1.000,13284,Graduate|Professional|Undergraduate,T,Sawsan Awad|Ahmed Idrissi Alami,Stanley Coulter Hall G038,Laboratory,2:30 pm - 3:20 pm,Class,ARAB 11100,002,ARAB,Elementary Standard Arabic Conversation I
1409,Lower Division,1.000,16443,Graduate|Professional|Undergraduate,R,Sawsan Awad|Ahmed Idrissi Alami,Stanley Coulter Hall G032,Laboratory,4:30 pm - 5:20 pm,Class,ARAB 11100,003,ARAB,Elementary Standard Arabic Conversation I
1410,Lower Division,1.000,13286,Graduate|Professional|Undergraduate,T,Sawsan Awad|Ahmed Idrissi Alami,Stanley Coulter Hall G032,Laboratory,3:30 pm - 4:20 pm,Class,ARAB 11200,001,ARAB,Elementary Standard Arabic Conversation II
1411,Credit By Exam|Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,67783,Graduate|Professional|Undergraduate,MW,Soufien Jarraya|Ahmed Idrissi Alami,Stanley Coulter Hall 114,Lecture,2:30 pm - 3:20 pm,Class,ARAB 20100,003,ARAB,Standard Arabic Level III
1412,Lower Division|S General Education|GTC-Humanistic-Artistic|UC-Humanities,3.000,13695,Graduate|Professional|Undergraduate,TR,Ahmed Idrissi Alami,Stanley Coulter Hall G002,Lecture,12:00 pm - 1:15 pm,Class,ARAB 28000,001,ARAB,Arabic Culture
1413,Credit By Exam|GTC-Humanistic-Artistic|UC-Humanities|Upper Division,3.000,21613,Graduate|Professional|Undergraduate,TR,Ahmed Idrissi Alami,Stanley Coulter Hall 136,Lecture,9:00 am - 10:15 am,Class,ARAB 30100,001,ARAB,Standard Arabic Level V
1414,Lower Division|S General Education|GTC-Humanistic-Artistic|UC-Humanities,3.000,19353,Graduate|Professional|Undergraduate,T,Monica M Trieu,Recitation Building 112,Lecture,10:30 am - 11:45 am,Class,ASAM 24000,001,ASAM,Introduction To Asian American Studies
1415,Lower Division|S General Education|GTC-Humanistic-Artistic|UC-Humanities,0.000,19395,Graduate|Professional|Undergraduate,R,Yu Dou,Recitation Building 112,Recitation,10:30 am - 11:45 am,Class,ASAM 24000,003,ASAM,Introduction To Asian American Studies
1416,Lower Division|S General Education|GTC-Humanistic-Artistic|UC-Humanities,0.000,20128,Graduate|Professional|Undergraduate,R,Rachel E Bonini,Recitation Building 314,Recitation,10:30 am - 11:45 am,Class,ASAM 24000,004,ASAM,Introduction To Asian American Studies
1417,Lower Division,1.000,21551,Graduate|Professional|Undergraduate,MW,Beth Ann Forbes,Lilly Hall of Life Sciences 3410,Lecture,12:30 pm - 1:20 pm,Class,ASEC 10100,001,ASEC,"Agriculture, Science And Social Issues"
1418,Lower Division,3.000,30096,Graduate|Professional|Undergraduate,TR,Mark A Tucker,Stanley Coulter Hall 102,Lecture,10:30 am - 11:45 am,Class,ASEC 15200,001,ASEC,Agricultural Communication Seminar
1419,Lower Division,1.000,30097,Graduate|Professional|Undergraduate,T,Amy K Conrad,Lawson Computer Science Bldg B155,Lecture,10:30 am - 11:20 am,Class,ASEC 24000,001,ASEC,Seminar In Agricultural Education
1420,Lower Division,0.000,20504,Graduate|Professional|Undergraduate,MW,Kevin Leigh Smith,Lilly Hall of Life Sciences 3215,Studio,3:30 pm - 4:20 pm,Class,ASEC 28000,001,ASEC,Digital Storytelling
1421,Lower Division,3.000,20505,Graduate|Professional|Undergraduate,MW,Kevin Leigh Smith,Lilly Hall of Life Sciences 3215,Lecture,2:30 pm - 3:20 pm,Class,ASEC 28000,002,ASEC,Digital Storytelling
1422,Lower Division|Variable Title,3.000,24320,Graduate|Professional|Undergraduate,,Brian Allen Talbert,,Individual Study,,Class,ASEC 29000,001,ASEC,Coaching Skills FFA CDE
1423,Upper Division,2.000,11836,Graduate|Professional|Undergraduate,TR,Brian Allen Talbert,Lilly Hall of Life Sciences 3102,Lecture,1:30 pm - 2:20 pm,Class,ASEC 31800,001,ASEC,Coordination Of Supervised Agricultural Experience Programs
1424,GTC-Humanistic-Artistic|GTC-Science|Tech & Society|UC-Humanities|UC-Science|Tech & Society|Upper Division,3.000,16280,Graduate|Professional|Undergraduate,TR,Linda J Pfeiffer,Lilly Hall of Life Sciences 3102,Lecture,10:30 am - 11:45 am,Class,ASEC 35500,001,ASEC,Controversial Science And Media In The Public Sphere
1425,Upper Division,3.000,20497,Graduate|Professional|Undergraduate,TR,Kevin Leigh Smith,Lilly Hall of Life Sciences 3215,Lecture,12:30 pm - 1:20 pm,Class,ASEC 38000,001,ASEC,Feature Writing And Production
1426,Upper Division,0.000,20502,Graduate|Professional|Undergraduate,TR,Kevin Leigh Smith,Lilly Hall of Life Sciences 3215,Studio,1:30 pm - 2:20 pm,Class,ASEC 38000,003,ASEC,Feature Writing And Production
1427,Upper Division|Variable Title,1.000,20203,Graduate|Professional|Undergraduate,MW,Mark A Russell,Lilly Hall of Life Sciences 3102,Laboratory,3:30 pm - 4:20 pm,Class,ASEC 43100,001,ASEC,Planning For International Engagement Methods
1428,Dept Credit|Upper Division,3.000,30101,Graduate|Professional|Undergraduate,M,Melissia Ann Grant|Sarah Elizabeth LaRose,Lilly Hall of Life Sciences 3102,Lecture,1:30 pm - 3:20 pm,Class,ASEC 44000,001,ASEC,Methods Of Teaching Agricultural Education
1429,Dept Credit|Upper Division,0.000,30102,Graduate|Professional|Undergraduate,WF,Sarah Elizabeth LaRose,Lilly Hall of Life Sciences 3102,Laboratory,1:30 pm - 3:20 pm,Class,ASEC 44000,002,ASEC,Methods Of Teaching Agricultural Education
1430,Dept Credit|Upper Division,0.000,18228,Graduate|Professional|Undergraduate,WF,Melissia Ann Grant,Pao Hall of Visual & Perf Arts B157,Laboratory,1:30 pm - 3:20 pm,Class,ASEC 44000,003,ASEC,Methods Of Teaching Agricultural Education
1431,Upper Division,1.000,30103,Graduate|Professional|Undergraduate,,Amy K Conrad,,Experiential,,Class,ASEC 44100,001,ASEC,Field Experience In Agricultural Education Programs
1432,Credit By Exam|Upper Division,3.000,30106,Graduate|Professional|Undergraduate,TR,Linda J Pfeiffer,Lilly Hall of Life Sciences 3102,Lecture,3:00 pm - 4:15 pm,Class,ASEC 48000,001,ASEC,Agricultural Communication Capstone Seminar
1433,Dept Credit|Upper Division|Variable Title,1.000,30108,Graduate|Professional|Undergraduate,,Levon T Esters,,Individual Study,,Class,ASEC 49000,002,ASEC,Special Problems
1434,Dept Credit|Upper Division|Variable Title,1.000,22135,Graduate|Professional|Undergraduate,,Mark A Russell,,Individual Study,,Class,ASEC 49000,003,ASEC,Intl Engagmt & Educ Research
1435,Dept Credit|Upper Division|Variable Title,2.000,24367,Graduate|Professional|Undergraduate,,Mark A Tucker,,Individual Study,,Class,ASEC 49000,004,ASEC,AGCM Pract
1436,Dept Credit|Upper Division|Variable Title,1.000,24568,Graduate|Professional|Undergraduate,,Mark A Tucker,,Individual Study,,Class,ASEC 49000,005,ASEC,Controversl Issues Food Agric
1437,Dept Credit|Upper Division|Variable Title,1.000,24773,Graduate|Professional|Undergraduate,,Sarah Elizabeth LaRose,,Individual Study,,Class,ASEC 49000,006,ASEC,Ag Policy In SBAE
1438,Dept Credit|Upper Division|Variable Title,1.000,24814,Graduate|Professional|Undergraduate,,Beth Ann Forbes,,Individual Study,,Class,ASEC 49000,007,ASEC,Assistantship For ASEC
1439,Upper Division|Variable Title,1.000,19023,Graduate|Professional|Undergraduate,,Kevin Leigh Smith,,Distance Learning,,Class,ASEC 49100,004,ASEC,Ag Communication Internship
1440,Honors|Upper Division|Variable Title,1.000,38193,Graduate|Professional|Undergraduate,,Neil A Knobloch,,Individual Study,,Class,ASEC 49700,001,ASEC,Thesis Research
1441,Honors|Upper Division|Variable Title,1.000,41238,Graduate|Professional|Undergraduate,,Levon T Esters,,Individual Study,,Class,ASEC 49700,002,ASEC,Thesis Research
1442,Honors|Upper Division|Variable Title,1.000,19576,Graduate|Professional|Undergraduate,,Mark A Tucker,,Individual Study,,Class,ASEC 49700,003,ASEC,Thesis Research
1443,Honors|Upper Division|Variable Title,1.000,24345,Graduate|Professional|Undergraduate,,Brian Allen Talbert,,Individual Study,,Class,ASEC 49700,004,ASEC,Thesis Research
1444,Upper Division,3.000,22822,Graduate|Professional|Undergraduate,,Kathryn S Orvis,,Distance Learning,,Class,ASEC 52000,003,ASEC,"Foundations Of Agricultural Education, Extension, And Communication"
1445,Dept Credit|Upper Division|Variable Title,1.000,30113,Graduate|Professional|Undergraduate,,Levon T Esters,,Individual Study,,Class,ASEC 59000,003,ASEC,Special Problems
1446,Dept Credit|Upper Division|Variable Title,1.000,22241,Graduate|Professional|Undergraduate,,Linda J Pfeiffer,,Individual Study,,Class,ASEC 59000,011,ASEC,Special Problems
1447,Dept Credit|Upper Division|Variable Title,3.000,23211,Graduate|Professional|Undergraduate,,Brian Allen Talbert,,Individual Study,,Class,ASEC 59000,012,ASEC,Review Research 4H Retention
1448,Dept Credit|Upper Division|Variable Title,3.000,23882,Graduate|Professional|Undergraduate,,Brian Allen Talbert,,Individual Study,,Class,ASEC 59000,013,ASEC,SAE And FFFA Coordination
1449,Dept Credit|Upper Division|Variable Title,2.000,24585,Graduate|Professional|Undergraduate,,Mark A Russell,,Individual Study,,Class,ASEC 59000,014,ASEC,Tch Asst Intl Engagement Mtds
1450,Internship|Upper Division,1.000,39258,Graduate|Professional|Undergraduate,,Brian Allen Talbert,,Experiential,,Class,ASEC 59500,002,ASEC,Internship In Agricultural And Extension Education
1451,Internship|Upper Division,1.000,18490,Graduate|Professional|Undergraduate,,Neil A Knobloch,,Experiential,,Class,ASEC 59500,004,ASEC,Internship In Agricultural And Extension Education
1452,,1.000,52588,Graduate|Professional|Undergraduate,M,Colleen M Brady|Levon T Esters,Lilly Hall of Life Sciences 3102,Lecture,10:30 am - 11:20 am,Class,ASEC 64400,001,ASEC,ASEC Graduate Seminar
1453,,1.000,30118,Graduate|Professional|Undergraduate,,Levon T Esters,,Research,,Class,ASEC 69800,001,ASEC,Research MS Thesis
1454,,1.000,30119,Graduate|Professional|Undergraduate,,Brian Allen Talbert,,Research,,Class,ASEC 69800,002,ASEC,Research MS Thesis
1455,,1.000,30120,Graduate|Professional|Undergraduate,,Hui Hui Wang,,Research,,Class,ASEC 69800,003,ASEC,Research MS Thesis
1456,,1.000,30121,Graduate|Professional|Undergraduate,,Colleen M Brady,,Research,,Class,ASEC 69800,004,ASEC,Research MS Thesis
1457,,1.000,30122,Graduate|Professional|Undergraduate,,Kathryn S Orvis,,Research,,Class,ASEC 69800,005,ASEC,Research MS Thesis
1458,,1.000,34963,Graduate|Professional|Undergraduate,,Mark A Tucker,,Research,,Class,ASEC 69800,006,ASEC,Research MS Thesis
1459,,1.000,34974,Graduate|Professional|Undergraduate,,Roger Lee Tormoehlen,,Research,,Class,ASEC 69800,007,ASEC,Research MS Thesis
1460,,1.000,34975,Graduate|Professional|Undergraduate,,Jerry Leon Peters,,Research,,Class,ASEC 69800,008,ASEC,Research MS Thesis
1461,,1.000,34976,Graduate|Professional|Undergraduate,,Natalie J Carroll,,Research,,Class,ASEC 69800,009,ASEC,Research MS Thesis
1462,,1.000,34977,Graduate|Professional|Undergraduate,,Neil A Knobloch,,Research,,Class,ASEC 69800,010,ASEC,Research MS Thesis
1463,,1.000,65345,Graduate|Professional|Undergraduate,,Linda J Pfeiffer,,Research,,Class,ASEC 69800,011,ASEC,Research MS Thesis
1464,,1.000,15719,Graduate|Professional|Undergraduate,,Sarah Elizabeth LaRose,,Research,,Class,ASEC 69800,012,ASEC,Research MS Thesis
1465,,1.000,52966,Graduate|Professional|Undergraduate,,Levon T Esters,,Research,,Class,ASEC 69900,001,ASEC,Research PhD Thesis
1466,,1.000,53488,Graduate|Professional|Undergraduate,,Colleen M Brady,,Research,,Class,ASEC 69900,002,ASEC,Research PhD Thesis
1467,,1.000,53489,Graduate|Professional|Undergraduate,,Kathryn S Orvis,,Research,,Class,ASEC 69900,003,ASEC,Research PhD Thesis
1468,,1.000,53490,Graduate|Professional|Undergraduate,,Jerry Leon Peters,,Research,,Class,ASEC 69900,004,ASEC,Research PhD Thesis
1469,,1.000,53491,Graduate|Professional|Undergraduate,,Natalie J Carroll,,Research,,Class,ASEC 69900,005,ASEC,Research PhD Thesis
1470,,1.000,53492,Graduate|Professional|Undergraduate,,Brian Allen Talbert,,Research,,Class,ASEC 69900,006,ASEC,Research PhD Thesis
1471,,1.000,53493,Graduate|Professional|Undergraduate,,Mark A Tucker,,Research,,Class,ASEC 69900,007,ASEC,Research PhD Thesis
1472,,1.000,53494,Graduate|Professional|Undergraduate,,Roger Lee Tormoehlen,,Research,,Class,ASEC 69900,008,ASEC,Research PhD Thesis
1473,,1.000,53495,Graduate|Professional|Undergraduate,,Neil A Knobloch,,Research,,Class,ASEC 69900,009,ASEC,Research PhD Thesis
1474,,1.000,18600,Graduate|Professional|Undergraduate,,Hui Hui Wang,,Research,,Class,ASEC 69900,010,ASEC,Research PhD Thesis
1475,,1.000,18601,Graduate|Professional|Undergraduate,,Linda J Pfeiffer,,Research,,Class,ASEC 69900,011,ASEC,Research PhD Thesis
1476,,1.000,15728,Graduate|Professional|Undergraduate,,Sarah Elizabeth LaRose,,Research,,Class,ASEC 69900,012,ASEC,Research PhD Thesis
1477,Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,69642,Graduate|Professional|Undergraduate,MWF,Mary Jane Olson,Stanley Coulter Hall G039,Lecture,10:30 am - 11:20 am,Class,ASL 10100,003,ASL,American Sign Language I
1478,Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,69643,Graduate|Professional|Undergraduate,MWF,Mary Jane Olson,Stanley Coulter Hall G039,Lecture,9:30 am - 10:20 am,Class,ASL 10100,004,ASL,American Sign Language I
1479,Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,21543,Graduate|Professional|Undergraduate,TR,Sharon L Borkowski,Stanley Coulter Hall G030,Lecture,10:30 am - 11:45 am,Class,ASL 10100,005,ASL,American Sign Language I
1480,Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,21544,Graduate|Professional|Undergraduate,TR,Sharon L Borkowski,Stanley Coulter Hall G030,Lecture,9:00 am - 10:15 am,Class,ASL 10100,006,ASL,American Sign Language I
1481,Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,11108,Graduate|Professional|Undergraduate,MWF,Raymond C Olson,Class of 1950 Lecture Hall 125,Lecture,10:30 am - 11:20 am,Class,ASL 10200,003,ASL,American Sign Language II
1482,Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,11109,Graduate|Professional|Undergraduate,MWF,Raymond C Olson,Class of 1950 Lecture Hall 125,Lecture,9:30 am - 10:20 am,Class,ASL 10200,004,ASL,American Sign Language II
1483,Dept Credit|Lower Division|GTC-Humanistic-Artistic|UC-Humanities,3.000,13414,Graduate|Professional|Undergraduate,MWF,Raymond C Olson,Class of 1950 Lecture Hall 125,Lecture,11:30 am - 12:20 pm,Class,ASL 10200,006,ASL,American Sign Language II
